Hour;Price;Day;League;League Type;League Length;Week
51;82.52;2;Ultimatum;Standard;Long;1
75;87.0;3;Ultimatum;Standard;Long;1
99;91.42;4;Ultimatum;Standard;Long;1
123;97.85;5;Ultimatum;Standard;Long;1
147;102.59;6;Ultimatum;Standard;Long;2
171;106.64;7;Ultimatum;Standard;Long;2
195;111.01;8;Ultimatum;Standard;Long;2
219;116.05;9;Ultimatum;Standard;Long;2
243;120.59;10;Ultimatum;Standard;Long;2
267;123.11;11;Ultimatum;Standard;Long;2
291;129.11;12;Ultimatum;Standard;Long;3
315;134.35;13;Ultimatum;Standard;Long;3
339;138.39;14;Ultimatum;Standard;Long;3
363;142.32;15;Ultimatum;Standard;Long;3
387;145.6;16;Ultimatum;Standard;Long;3
411;147.27;17;Ultimatum;Standard;Long;3
435;149.02;18;Ultimatum;Standard;Long;4
459;150.55;19;Ultimatum;Standard;Long;4
483;151.22;20;Ultimatum;Standard;Long;4
507;150.56;21;Ultimatum;Standard;Long;4
531;149.45;22;Ultimatum;Standard;Long;4
555;149.55;23;Ultimatum;Standard;Long;4
579;150.8;24;Ultimatum;Standard;Long;5
603;151.23;25;Ultimatum;Standard;Long;5
627;151.65;26;Ultimatum;Standard;Long;5
651;151.96;27;Ultimatum;Standard;Long;5
675;152.17;28;Ultimatum;Standard;Long;5
699;152.17;29;Ultimatum;Standard;Long;5
723;152.0;30;Ultimatum;Standard;Long;6
747;151.72;31;Ultimatum;Standard;Long;6
771;151.38;32;Ultimatum;Standard;Long;6
795;151.06;33;Ultimatum;Standard;Long;6
819;150.75;34;Ultimatum;Standard;Long;6
843;150.49;35;Ultimatum;Standard;Long;6
867;150.15;36;Ultimatum;Standard;Long;7
891;149.65;37;Ultimatum;Standard;Long;7
915;148.96;38;Ultimatum;Standard;Long;7
939;148.0;39;Ultimatum;Standard;Long;7
963;146.31;40;Ultimatum;Standard;Long;7
987;144.37;41;Ultimatum;Standard;Long;7
1011;142.1;42;Ultimatum;Standard;Long;8
1035;138.85;43;Ultimatum;Standard;Long;8
1059;135.53;44;Ultimatum;Standard;Long;8
1083;132.33;45;Ultimatum;Standard;Long;8
1107;129.26;46;Ultimatum;Standard;Long;8
1131;126.42;47;Ultimatum;Standard;Long;8
1155;123.75;48;Ultimatum;Standard;Long;9
1179;121.34;49;Ultimatum;Standard;Long;9
1203;119.14;50;Ultimatum;Standard;Long;9
1227;117.31;51;Ultimatum;Standard;Long;9
1251;116.33;52;Ultimatum;Standard;Long;9
1275;115.76;53;Ultimatum;Standard;Long;9
1299;115.53;54;Ultimatum;Standard;Long;10
1323;116.28;55;Ultimatum;Standard;Long;10
1347;117.17;56;Ultimatum;Standard;Long;10
1371;117.89;57;Ultimatum;Standard;Long;10
1395;118.56;58;Ultimatum;Standard;Long;10
1419;119.04;59;Ultimatum;Standard;Long;10
1443;119.39;60;Ultimatum;Standard;Long;11
1467;119.64;61;Ultimatum;Standard;Long;11
1491;119.88;62;Ultimatum;Standard;Long;11
1515;120.04;63;Ultimatum;Standard;Long;11
1539;120.13;64;Ultimatum;Standard;Long;11
1563;120.14;65;Ultimatum;Standard;Long;11
1587;120.14;66;Ultimatum;Standard;Long;12
1611;120.14;67;Ultimatum;Standard;Long;12
1635;120.08;68;Ultimatum;Standard;Long;12
1659;120.08;69;Ultimatum;Standard;Long;12
1683;120.06;70;Ultimatum;Standard;Long;12
1707;120.02;71;Ultimatum;Standard;Long;12
1731;120.0;72;Ultimatum;Standard;Long;13
1755;120.0;73;Ultimatum;Standard;Long;13
1779;120.0;74;Ultimatum;Standard;Long;13
1803;120.0;75;Ultimatum;Standard;Long;13
1827;120.0;76;Ultimatum;Standard;Long;13
1851;120.0;77;Ultimatum;Standard;Long;13
1875;119.91;78;Ultimatum;Standard;Long;14
1899;119.75;79;Ultimatum;Standard;Long;14
1923;119.33;80;Ultimatum;Standard;Long;14
1947;118.48;81;Ultimatum;Standard;Long;14
1971;117.57;82;Ultimatum;Standard;Long;14
1995;116.56;83;Ultimatum;Standard;Long;14
2019;115.47;84;Ultimatum;Standard;Long;15
2043;114.32;85;Ultimatum;Standard;Long;15
2067;113.15;86;Ultimatum;Standard;Long;15
2091;112.01;87;Ultimatum;Standard;Long;15
2115;110.84;88;Ultimatum;Standard;Long;15
2139;109.68;89;Ultimatum;Standard;Long;15
2163;108.59;90;Ultimatum;Standard;Long;16
2187;107.69;91;Ultimatum;Standard;Long;16
33;83.02;1;Expedition;Standard;Long;1
39;81.21;1;Expedition;Standard;Long;1
45;78.47;1;Expedition;Standard;Long;1
51;77.65;2;Expedition;Standard;Long;1
57;77.52;2;Expedition;Standard;Long;1
63;77.17;2;Expedition;Standard;Long;1
69;76.86;2;Expedition;Standard;Long;1
75;76.69;3;Expedition;Standard;Long;1
81;76.56;3;Expedition;Standard;Long;1
87;76.45;3;Expedition;Standard;Long;1
93;76.25;3;Expedition;Standard;Long;1
99;76.15;4;Expedition;Standard;Long;1
105;75.53;4;Expedition;Standard;Long;1
111;75.21;4;Expedition;Standard;Long;1
117;75.46;4;Expedition;Standard;Long;1
123;75.66;5;Expedition;Standard;Long;1
129;75.73;5;Expedition;Standard;Long;1
135;76.02;5;Expedition;Standard;Long;1
141;76.72;5;Expedition;Standard;Long;1
147;77.94;6;Expedition;Standard;Long;2
153;79.57;6;Expedition;Standard;Long;2
159;81.11;6;Expedition;Standard;Long;2
165;82.52;6;Expedition;Standard;Long;2
171;84.02;7;Expedition;Standard;Long;2
177;85.46;7;Expedition;Standard;Long;2
183;86.92;7;Expedition;Standard;Long;2
189;88.34;7;Expedition;Standard;Long;2
195;89.71;8;Expedition;Standard;Long;2
201;91.06;8;Expedition;Standard;Long;2
207;92.31;8;Expedition;Standard;Long;2
213;93.19;8;Expedition;Standard;Long;2
219;93.52;9;Expedition;Standard;Long;2
225;93.47;9;Expedition;Standard;Long;2
231;93.51;9;Expedition;Standard;Long;2
237;93.83;9;Expedition;Standard;Long;2
243;93.99;10;Expedition;Standard;Long;2
249;94.14;10;Expedition;Standard;Long;2
255;94.34;10;Expedition;Standard;Long;2
261;94.58;10;Expedition;Standard;Long;2
267;94.92;11;Expedition;Standard;Long;2
273;95.18;11;Expedition;Standard;Long;2
279;95.51;11;Expedition;Standard;Long;2
285;95.85;11;Expedition;Standard;Long;2
291;96.67;12;Expedition;Standard;Long;3
297;97.43;12;Expedition;Standard;Long;3
303;98.43;12;Expedition;Standard;Long;3
309;99.61;12;Expedition;Standard;Long;3
315;100.86;13;Expedition;Standard;Long;3
321;102.19;13;Expedition;Standard;Long;3
327;103.48;13;Expedition;Standard;Long;3
333;104.76;13;Expedition;Standard;Long;3
339;105.87;14;Expedition;Standard;Long;3
345;107.03;14;Expedition;Standard;Long;3
351;108.12;14;Expedition;Standard;Long;3
357;109.2;14;Expedition;Standard;Long;3
363;109.79;15;Expedition;Standard;Long;3
369;110.42;15;Expedition;Standard;Long;3
375;110.84;15;Expedition;Standard;Long;3
381;111.05;15;Expedition;Standard;Long;3
387;111.29;16;Expedition;Standard;Long;3
393;111.48;16;Expedition;Standard;Long;3
399;111.64;16;Expedition;Standard;Long;3
405;111.82;16;Expedition;Standard;Long;3
411;112.0;17;Expedition;Standard;Long;3
417;112.24;17;Expedition;Standard;Long;3
423;112.57;17;Expedition;Standard;Long;3
429;113.06;17;Expedition;Standard;Long;3
435;113.72;18;Expedition;Standard;Long;4
441;114.47;18;Expedition;Standard;Long;4
447;115.21;18;Expedition;Standard;Long;4
453;116.13;18;Expedition;Standard;Long;4
459;116.86;19;Expedition;Standard;Long;4
465;117.85;19;Expedition;Standard;Long;4
471;118.95;19;Expedition;Standard;Long;4
477;120.23;19;Expedition;Standard;Long;4
483;121.69;20;Expedition;Standard;Long;4
489;123.02;20;Expedition;Standard;Long;4
495;124.25;20;Expedition;Standard;Long;4
501;125.33;20;Expedition;Standard;Long;4
507;126.12;21;Expedition;Standard;Long;4
513;126.88;21;Expedition;Standard;Long;4
519;127.68;21;Expedition;Standard;Long;4
525;128.28;21;Expedition;Standard;Long;4
531;128.95;22;Expedition;Standard;Long;4
537;129.39;22;Expedition;Standard;Long;4
543;129.77;22;Expedition;Standard;Long;4
549;129.9;22;Expedition;Standard;Long;4
555;129.82;23;Expedition;Standard;Long;4
561;129.82;23;Expedition;Standard;Long;4
567;129.86;23;Expedition;Standard;Long;4
573;129.9;23;Expedition;Standard;Long;4
579;130.04;24;Expedition;Standard;Long;5
585;130.12;24;Expedition;Standard;Long;5
591;130.12;24;Expedition;Standard;Long;5
597;130.14;24;Expedition;Standard;Long;5
603;130.17;25;Expedition;Standard;Long;5
609;130.12;25;Expedition;Standard;Long;5
615;130.07;25;Expedition;Standard;Long;5
621;130.05;25;Expedition;Standard;Long;5
627;130.09;26;Expedition;Standard;Long;5
633;130.12;26;Expedition;Standard;Long;5
639;130.16;26;Expedition;Standard;Long;5
645;130.17;26;Expedition;Standard;Long;5
651;130.15;27;Expedition;Standard;Long;5
657;130.17;27;Expedition;Standard;Long;5
663;130.21;27;Expedition;Standard;Long;5
669;130.25;27;Expedition;Standard;Long;5
675;130.28;28;Expedition;Standard;Long;5
681;130.39;28;Expedition;Standard;Long;5
687;130.48;28;Expedition;Standard;Long;5
693;130.56;28;Expedition;Standard;Long;5
699;130.6;29;Expedition;Standard;Long;5
705;130.71;29;Expedition;Standard;Long;5
711;130.75;29;Expedition;Standard;Long;5
717;130.96;29;Expedition;Standard;Long;5
723;131.25;30;Expedition;Standard;Long;6
729;131.4;30;Expedition;Standard;Long;6
735;131.68;30;Expedition;Standard;Long;6
741;132.05;30;Expedition;Standard;Long;6
747;132.39;31;Expedition;Standard;Long;6
753;132.7;31;Expedition;Standard;Long;6
759;133.18;31;Expedition;Standard;Long;6
765;133.85;31;Expedition;Standard;Long;6
771;134.59;32;Expedition;Standard;Long;6
777;135.22;32;Expedition;Standard;Long;6
783;136.06;32;Expedition;Standard;Long;6
789;136.81;32;Expedition;Standard;Long;6
795;137.6;33;Expedition;Standard;Long;6
801;138.6;33;Expedition;Standard;Long;6
807;139.5;33;Expedition;Standard;Long;6
813;140.32;33;Expedition;Standard;Long;6
819;141.19;34;Expedition;Standard;Long;6
825;142.05;34;Expedition;Standard;Long;6
831;142.7;34;Expedition;Standard;Long;6
837;143.2;34;Expedition;Standard;Long;6
843;143.65;35;Expedition;Standard;Long;6
849;144.22;35;Expedition;Standard;Long;6
855;144.59;35;Expedition;Standard;Long;6
861;145.01;35;Expedition;Standard;Long;6
867;145.24;36;Expedition;Standard;Long;7
873;145.37;36;Expedition;Standard;Long;7
879;145.46;36;Expedition;Standard;Long;7
885;145.54;36;Expedition;Standard;Long;7
891;145.67;37;Expedition;Standard;Long;7
897;145.69;37;Expedition;Standard;Long;7
903;145.8;37;Expedition;Standard;Long;7
909;146.04;37;Expedition;Standard;Long;7
915;146.07;38;Expedition;Standard;Long;7
921;146.12;38;Expedition;Standard;Long;7
927;146.24;38;Expedition;Standard;Long;7
933;146.29;38;Expedition;Standard;Long;7
939;146.46;39;Expedition;Standard;Long;7
945;146.63;39;Expedition;Standard;Long;7
951;146.85;39;Expedition;Standard;Long;7
957;147.07;39;Expedition;Standard;Long;7
963;147.27;40;Expedition;Standard;Long;7
969;147.45;40;Expedition;Standard;Long;7
975;147.69;40;Expedition;Standard;Long;7
981;147.78;40;Expedition;Standard;Long;7
987;148.15;41;Expedition;Standard;Long;7
993;148.43;41;Expedition;Standard;Long;7
999;148.87;41;Expedition;Standard;Long;7
1005;149.08;41;Expedition;Standard;Long;7
1011;149.45;42;Expedition;Standard;Long;8
1017;149.82;42;Expedition;Standard;Long;8
1023;150.16;42;Expedition;Standard;Long;8
1029;150.52;42;Expedition;Standard;Long;8
1035;150.93;43;Expedition;Standard;Long;8
1041;151.53;43;Expedition;Standard;Long;8
1047;151.99;43;Expedition;Standard;Long;8
1053;152.61;43;Expedition;Standard;Long;8
1059;152.98;44;Expedition;Standard;Long;8
1065;153.57;44;Expedition;Standard;Long;8
1071;154.13;44;Expedition;Standard;Long;8
1077;154.75;44;Expedition;Standard;Long;8
1083;155.45;45;Expedition;Standard;Long;8
1089;156.17;45;Expedition;Standard;Long;8
1095;156.98;45;Expedition;Standard;Long;8
1101;157.99;45;Expedition;Standard;Long;8
1107;158.97;46;Expedition;Standard;Long;8
1113;159.81;46;Expedition;Standard;Long;8
1119;160.69;46;Expedition;Standard;Long;8
1125;161.75;46;Expedition;Standard;Long;8
1131;162.79;47;Expedition;Standard;Long;8
1137;163.77;47;Expedition;Standard;Long;8
1143;164.65;47;Expedition;Standard;Long;8
1149;165.7;47;Expedition;Standard;Long;8
1155;166.56;48;Expedition;Standard;Long;9
1161;167.44;48;Expedition;Standard;Long;9
1167;168.14;48;Expedition;Standard;Long;9
1173;168.74;48;Expedition;Standard;Long;9
1179;169.22;49;Expedition;Standard;Long;9
1185;169.85;49;Expedition;Standard;Long;9
1191;170.41;49;Expedition;Standard;Long;9
1197;170.61;49;Expedition;Standard;Long;9
1203;170.9;50;Expedition;Standard;Long;9
1209;171.15;50;Expedition;Standard;Long;9
1215;171.3;50;Expedition;Standard;Long;9
1221;171.33;50;Expedition;Standard;Long;9
1227;171.31;51;Expedition;Standard;Long;9
1233;171.25;51;Expedition;Standard;Long;9
1239;171.3;51;Expedition;Standard;Long;9
1245;171.26;51;Expedition;Standard;Long;9
1251;171.24;52;Expedition;Standard;Long;9
1257;171.15;52;Expedition;Standard;Long;9
1263;171.06;52;Expedition;Standard;Long;9
1269;171.17;52;Expedition;Standard;Long;9
1275;171.25;53;Expedition;Standard;Long;9
1281;171.16;53;Expedition;Standard;Long;9
1287;171.05;53;Expedition;Standard;Long;9
1293;171.19;53;Expedition;Standard;Long;9
1299;171.22;54;Expedition;Standard;Long;10
1305;171.26;54;Expedition;Standard;Long;10
1311;171.27;54;Expedition;Standard;Long;10
1317;171.24;54;Expedition;Standard;Long;10
1323;171.26;55;Expedition;Standard;Long;10
1329;171.27;55;Expedition;Standard;Long;10
1335;171.38;55;Expedition;Standard;Long;10
1341;171.31;55;Expedition;Standard;Long;10
1347;171.22;56;Expedition;Standard;Long;10
1353;171.28;56;Expedition;Standard;Long;10
1359;171.28;56;Expedition;Standard;Long;10
1365;171.25;56;Expedition;Standard;Long;10
1371;171.29;57;Expedition;Standard;Long;10
1377;171.27;57;Expedition;Standard;Long;10
1383;171.3;57;Expedition;Standard;Long;10
1389;171.39;57;Expedition;Standard;Long;10
1395;171.4;58;Expedition;Standard;Long;10
1401;171.42;58;Expedition;Standard;Long;10
1407;171.34;58;Expedition;Standard;Long;10
1413;171.21;58;Expedition;Standard;Long;10
1419;171.28;59;Expedition;Standard;Long;10
1425;171.23;59;Expedition;Standard;Long;10
1431;171.32;59;Expedition;Standard;Long;10
1437;171.24;59;Expedition;Standard;Long;10
1443;171.11;60;Expedition;Standard;Long;11
1449;171.07;60;Expedition;Standard;Long;11
1455;170.94;60;Expedition;Standard;Long;11
1461;170.89;60;Expedition;Standard;Long;11
1467;170.83;61;Expedition;Standard;Long;11
1473;170.78;61;Expedition;Standard;Long;11
1479;170.77;61;Expedition;Standard;Long;11
1485;170.96;61;Expedition;Standard;Long;11
1491;170.99;62;Expedition;Standard;Long;11
1497;171.05;62;Expedition;Standard;Long;11
1503;171.16;62;Expedition;Standard;Long;11
1509;171.2;62;Expedition;Standard;Long;11
1515;171.24;63;Expedition;Standard;Long;11
1521;171.36;63;Expedition;Standard;Long;11
1527;171.5;63;Expedition;Standard;Long;11
1533;171.5;63;Expedition;Standard;Long;11
1539;171.63;64;Expedition;Standard;Long;11
1545;171.69;64;Expedition;Standard;Long;11
1551;171.76;64;Expedition;Standard;Long;11
1557;171.68;64;Expedition;Standard;Long;11
1563;171.68;65;Expedition;Standard;Long;11
1569;171.76;65;Expedition;Standard;Long;11
1575;171.7;65;Expedition;Standard;Long;11
1581;171.74;65;Expedition;Standard;Long;11
1587;171.84;66;Expedition;Standard;Long;12
1593;171.84;66;Expedition;Standard;Long;12
1599;171.86;66;Expedition;Standard;Long;12
1605;171.92;66;Expedition;Standard;Long;12
1611;171.9;67;Expedition;Standard;Long;12
1617;171.95;67;Expedition;Standard;Long;12
1623;171.84;67;Expedition;Standard;Long;12
1629;171.82;67;Expedition;Standard;Long;12
1635;171.7;68;Expedition;Standard;Long;12
1641;171.59;68;Expedition;Standard;Long;12
1647;171.58;68;Expedition;Standard;Long;12
1653;171.43;68;Expedition;Standard;Long;12
1659;171.37;69;Expedition;Standard;Long;12
1665;171.12;69;Expedition;Standard;Long;12
1671;170.99;69;Expedition;Standard;Long;12
1677;170.66;69;Expedition;Standard;Long;12
1683;170.36;70;Expedition;Standard;Long;12
1689;170.11;70;Expedition;Standard;Long;12
1695;169.87;70;Expedition;Standard;Long;12
1701;169.64;70;Expedition;Standard;Long;12
1707;169.34;71;Expedition;Standard;Long;12
1713;168.93;71;Expedition;Standard;Long;12
1719;168.24;71;Expedition;Standard;Long;12
1725;166.41;71;Expedition;Standard;Long;12
1731;163.42;72;Expedition;Standard;Long;13
1737;160.83;72;Expedition;Standard;Long;13
1743;157.49;72;Expedition;Standard;Long;13
1749;154.51;72;Expedition;Standard;Long;13
1755;151.24;73;Expedition;Standard;Long;13
1761;148.02;73;Expedition;Standard;Long;13
1767;146.59;73;Expedition;Standard;Long;13
1773;143.5;73;Expedition;Standard;Long;13
1779;140.64;74;Expedition;Standard;Long;13
1785;137.81;74;Expedition;Standard;Long;13
1791;135.27;74;Expedition;Standard;Long;13
1797;134.0;74;Expedition;Standard;Long;13
1803;133.68;75;Expedition;Standard;Long;13
1809;133.38;75;Expedition;Standard;Long;13
1815;133.62;75;Expedition;Standard;Long;13
1821;133.66;75;Expedition;Standard;Long;13
1827;133.94;76;Expedition;Standard;Long;13
1833;134.23;76;Expedition;Standard;Long;13
1839;132.81;76;Expedition;Standard;Long;13
1845;132.95;76;Expedition;Standard;Long;13
1851;133.03;77;Expedition;Standard;Long;13
1857;132.94;77;Expedition;Standard;Long;13
1863;132.95;77;Expedition;Standard;Long;13
1869;133.0;77;Expedition;Standard;Long;13
1875;132.99;78;Expedition;Standard;Long;14
1881;132.87;78;Expedition;Standard;Long;14
1887;132.76;78;Expedition;Standard;Long;14
1893;132.59;78;Expedition;Standard;Long;14
1899;132.58;79;Expedition;Standard;Long;14
1905;132.43;79;Expedition;Standard;Long;14
1911;132.31;79;Expedition;Standard;Long;14
1917;132.11;79;Expedition;Standard;Long;14
1923;131.91;80;Expedition;Standard;Long;14
1929;131.82;80;Expedition;Standard;Long;14
1935;131.57;80;Expedition;Standard;Long;14
1941;131.3;80;Expedition;Standard;Long;14
1947;130.92;81;Expedition;Standard;Long;14
1953;130.8;81;Expedition;Standard;Long;14
1959;130.6;81;Expedition;Standard;Long;14
1965;130.24;81;Expedition;Standard;Long;14
1971;129.87;82;Expedition;Standard;Long;14
1977;129.24;82;Expedition;Standard;Long;14
1983;128.84;82;Expedition;Standard;Long;14
1989;128.38;82;Expedition;Standard;Long;14
1995;127.31;83;Expedition;Standard;Long;14
2001;126.6;83;Expedition;Standard;Long;14
2007;125.8;83;Expedition;Standard;Long;14
2013;124.87;83;Expedition;Standard;Long;14
2019;124.36;84;Expedition;Standard;Long;15
2025;123.53;84;Expedition;Standard;Long;15
2031;122.74;84;Expedition;Standard;Long;15
2037;122.16;84;Expedition;Standard;Long;15
2043;121.55;85;Expedition;Standard;Long;15
2049;121.18;85;Expedition;Standard;Long;15
2055;121.77;85;Expedition;Standard;Long;15
2061;121.28;85;Expedition;Standard;Long;15
2067;121.5;86;Expedition;Standard;Long;15
2073;121.38;86;Expedition;Standard;Long;15
2079;121.37;86;Expedition;Standard;Long;15
2085;121.48;86;Expedition;Standard;Long;15
33;51.97;1;Expedition;Hardcore;Long;1
39;53.24;1;Expedition;Hardcore;Long;1
45;57.15;1;Expedition;Hardcore;Long;1
51;56.91;2;Expedition;Hardcore;Long;1
57;56.83;2;Expedition;Hardcore;Long;1
63;56.74;2;Expedition;Hardcore;Long;1
69;56.85;2;Expedition;Hardcore;Long;1
75;56.74;3;Expedition;Hardcore;Long;1
81;56.79;3;Expedition;Hardcore;Long;1
87;56.86;3;Expedition;Hardcore;Long;1
93;56.82;3;Expedition;Hardcore;Long;1
99;56.73;4;Expedition;Hardcore;Long;1
105;57.2;4;Expedition;Hardcore;Long;1
111;57.68;4;Expedition;Hardcore;Long;1
117;57.29;4;Expedition;Hardcore;Long;1
123;57.6;5;Expedition;Hardcore;Long;1
129;57.56;5;Expedition;Hardcore;Long;1
135;57.55;5;Expedition;Hardcore;Long;1
141;57.63;5;Expedition;Hardcore;Long;1
147;57.9;6;Expedition;Hardcore;Long;2
153;57.95;6;Expedition;Hardcore;Long;2
159;58.01;6;Expedition;Hardcore;Long;2
165;58.21;6;Expedition;Hardcore;Long;2
171;58.44;7;Expedition;Hardcore;Long;2
177;58.44;7;Expedition;Hardcore;Long;2
183;58.17;7;Expedition;Hardcore;Long;2
189;57.98;7;Expedition;Hardcore;Long;2
195;57.83;8;Expedition;Hardcore;Long;2
201;57.9;8;Expedition;Hardcore;Long;2
207;58.01;8;Expedition;Hardcore;Long;2
213;58.05;8;Expedition;Hardcore;Long;2
219;57.99;9;Expedition;Hardcore;Long;2
225;57.96;9;Expedition;Hardcore;Long;2
231;58.04;9;Expedition;Hardcore;Long;2
237;58.01;9;Expedition;Hardcore;Long;2
243;58.07;10;Expedition;Hardcore;Long;2
249;58.13;10;Expedition;Hardcore;Long;2
255;58.24;10;Expedition;Hardcore;Long;2
261;58.46;10;Expedition;Hardcore;Long;2
267;58.82;11;Expedition;Hardcore;Long;2
273;59.25;11;Expedition;Hardcore;Long;2
279;59.65;11;Expedition;Hardcore;Long;2
285;59.95;11;Expedition;Hardcore;Long;2
291;60.29;12;Expedition;Hardcore;Long;3
297;60.73;12;Expedition;Hardcore;Long;3
303;61.01;12;Expedition;Hardcore;Long;3
309;61.41;12;Expedition;Hardcore;Long;3
315;61.83;13;Expedition;Hardcore;Long;3
321;62.37;13;Expedition;Hardcore;Long;3
327;62.96;13;Expedition;Hardcore;Long;3
333;63.58;13;Expedition;Hardcore;Long;3
339;64.27;14;Expedition;Hardcore;Long;3
345;64.83;14;Expedition;Hardcore;Long;3
351;65.47;14;Expedition;Hardcore;Long;3
357;66.27;14;Expedition;Hardcore;Long;3
363;66.99;15;Expedition;Hardcore;Long;3
369;67.72;15;Expedition;Hardcore;Long;3
375;68.31;15;Expedition;Hardcore;Long;3
381;69.02;15;Expedition;Hardcore;Long;3
387;69.7;16;Expedition;Hardcore;Long;3
393;70.26;16;Expedition;Hardcore;Long;3
399;70.79;16;Expedition;Hardcore;Long;3
405;71.18;16;Expedition;Hardcore;Long;3
411;71.37;17;Expedition;Hardcore;Long;3
417;71.54;17;Expedition;Hardcore;Long;3
423;71.7;17;Expedition;Hardcore;Long;3
429;71.66;17;Expedition;Hardcore;Long;3
435;71.75;18;Expedition;Hardcore;Long;4
441;71.82;18;Expedition;Hardcore;Long;4
447;72.14;18;Expedition;Hardcore;Long;4
453;72.22;18;Expedition;Hardcore;Long;4
459;72.3;19;Expedition;Hardcore;Long;4
465;72.54;19;Expedition;Hardcore;Long;4
471;72.7;19;Expedition;Hardcore;Long;4
477;72.9;19;Expedition;Hardcore;Long;4
483;73.16;20;Expedition;Hardcore;Long;4
489;73.57;20;Expedition;Hardcore;Long;4
495;73.86;20;Expedition;Hardcore;Long;4
501;74.15;20;Expedition;Hardcore;Long;4
507;74.44;21;Expedition;Hardcore;Long;4
513;74.73;21;Expedition;Hardcore;Long;4
519;74.89;21;Expedition;Hardcore;Long;4
525;75.17;21;Expedition;Hardcore;Long;4
531;75.44;22;Expedition;Hardcore;Long;4
537;75.63;22;Expedition;Hardcore;Long;4
543;75.88;22;Expedition;Hardcore;Long;4
549;76.04;22;Expedition;Hardcore;Long;4
555;76.07;23;Expedition;Hardcore;Long;4
561;76.19;23;Expedition;Hardcore;Long;4
567;76.31;23;Expedition;Hardcore;Long;4
573;76.42;23;Expedition;Hardcore;Long;4
579;76.59;24;Expedition;Hardcore;Long;5
585;76.86;24;Expedition;Hardcore;Long;5
591;77.09;24;Expedition;Hardcore;Long;5
597;77.28;24;Expedition;Hardcore;Long;5
603;77.43;25;Expedition;Hardcore;Long;5
609;77.61;25;Expedition;Hardcore;Long;5
615;77.81;25;Expedition;Hardcore;Long;5
621;77.98;25;Expedition;Hardcore;Long;5
627;78.27;26;Expedition;Hardcore;Long;5
633;78.57;26;Expedition;Hardcore;Long;5
639;78.84;26;Expedition;Hardcore;Long;5
645;79.18;26;Expedition;Hardcore;Long;5
651;79.55;27;Expedition;Hardcore;Long;5
657;79.75;27;Expedition;Hardcore;Long;5
663;79.85;27;Expedition;Hardcore;Long;5
669;80.06;27;Expedition;Hardcore;Long;5
675;80.23;28;Expedition;Hardcore;Long;5
681;80.44;28;Expedition;Hardcore;Long;5
687;80.65;28;Expedition;Hardcore;Long;5
693;80.84;28;Expedition;Hardcore;Long;5
699;80.94;29;Expedition;Hardcore;Long;5
705;80.92;29;Expedition;Hardcore;Long;5
711;80.98;29;Expedition;Hardcore;Long;5
717;81.0;29;Expedition;Hardcore;Long;5
723;80.88;30;Expedition;Hardcore;Long;6
729;80.87;30;Expedition;Hardcore;Long;6
735;81.02;30;Expedition;Hardcore;Long;6
741;81.05;30;Expedition;Hardcore;Long;6
747;81.03;31;Expedition;Hardcore;Long;6
753;81.05;31;Expedition;Hardcore;Long;6
759;81.06;31;Expedition;Hardcore;Long;6
765;81.12;31;Expedition;Hardcore;Long;6
771;81.14;32;Expedition;Hardcore;Long;6
777;81.15;32;Expedition;Hardcore;Long;6
783;81.11;32;Expedition;Hardcore;Long;6
789;81.14;32;Expedition;Hardcore;Long;6
795;81.23;33;Expedition;Hardcore;Long;6
801;81.25;33;Expedition;Hardcore;Long;6
807;81.36;33;Expedition;Hardcore;Long;6
813;81.41;33;Expedition;Hardcore;Long;6
819;81.49;34;Expedition;Hardcore;Long;6
825;81.44;34;Expedition;Hardcore;Long;6
831;81.43;34;Expedition;Hardcore;Long;6
837;81.34;34;Expedition;Hardcore;Long;6
843;81.33;35;Expedition;Hardcore;Long;6
849;81.35;35;Expedition;Hardcore;Long;6
855;81.37;35;Expedition;Hardcore;Long;6
861;81.31;35;Expedition;Hardcore;Long;6
867;81.2;36;Expedition;Hardcore;Long;7
873;81.1;36;Expedition;Hardcore;Long;7
879;80.97;36;Expedition;Hardcore;Long;7
885;80.86;36;Expedition;Hardcore;Long;7
891;80.8;37;Expedition;Hardcore;Long;7
897;80.76;37;Expedition;Hardcore;Long;7
903;80.62;37;Expedition;Hardcore;Long;7
909;80.44;37;Expedition;Hardcore;Long;7
915;79.99;38;Expedition;Hardcore;Long;7
921;79.48;38;Expedition;Hardcore;Long;7
927;78.99;38;Expedition;Hardcore;Long;7
933;78.48;38;Expedition;Hardcore;Long;7
939;77.98;39;Expedition;Hardcore;Long;7
945;77.5;39;Expedition;Hardcore;Long;7
951;77.03;39;Expedition;Hardcore;Long;7
957;76.58;39;Expedition;Hardcore;Long;7
963;76.1;40;Expedition;Hardcore;Long;7
969;75.62;40;Expedition;Hardcore;Long;7
975;75.24;40;Expedition;Hardcore;Long;7
981;74.9;40;Expedition;Hardcore;Long;7
987;74.78;41;Expedition;Hardcore;Long;7
993;74.55;41;Expedition;Hardcore;Long;7
999;74.34;41;Expedition;Hardcore;Long;7
1005;74.18;41;Expedition;Hardcore;Long;7
1011;73.97;42;Expedition;Hardcore;Long;8
1017;73.7;42;Expedition;Hardcore;Long;8
1023;73.39;42;Expedition;Hardcore;Long;8
1029;73.18;42;Expedition;Hardcore;Long;8
1035;72.98;43;Expedition;Hardcore;Long;8
