Hour;Price;Day;League;League Type;League Length;Week
3;33.73;0;Archnemesis;Standard;Long;1
27;56.37;1;Archnemesis;Standard;Long;1
51;65.53;2;Archnemesis;Standard;Long;1
75;73.5;3;Archnemesis;Standard;Long;1
99;77.8;4;Archnemesis;Standard;Long;1
123;81.33;5;Archnemesis;Standard;Long;1
147;85.0;6;Archnemesis;Standard;Long;2
171;88.87;7;Archnemesis;Standard;Long;2
195;91.77;8;Archnemesis;Standard;Long;2
219;94.16;9;Archnemesis;Standard;Long;2
243;96.4;10;Archnemesis;Standard;Long;2
267;99.03;11;Archnemesis;Standard;Long;2
291;106.86;12;Archnemesis;Standard;Long;3
315;110.78;13;Archnemesis;Standard;Long;3
339;114.29;14;Archnemesis;Standard;Long;3
363;116.76;15;Archnemesis;Standard;Long;3
387;119.42;16;Archnemesis;Standard;Long;3
411;121.72;17;Archnemesis;Standard;Long;3
435;123.33;18;Archnemesis;Standard;Long;4
459;124.26;19;Archnemesis;Standard;Long;4
483;125.3;20;Archnemesis;Standard;Long;4
507;126.33;21;Archnemesis;Standard;Long;4
531;127.18;22;Archnemesis;Standard;Long;4
555;127.33;23;Archnemesis;Standard;Long;4
579;127.52;24;Archnemesis;Standard;Long;5
603;128.01;25;Archnemesis;Standard;Long;5
627;128.7;26;Archnemesis;Standard;Long;5
651;129.41;27;Archnemesis;Standard;Long;5
675;130.24;28;Archnemesis;Standard;Long;5
699;131.37;29;Archnemesis;Standard;Long;5
723;132.82;30;Archnemesis;Standard;Long;6
747;134.32;31;Archnemesis;Standard;Long;6
771;135.93;32;Archnemesis;Standard;Long;6
795;137.59;33;Archnemesis;Standard;Long;6
819;139.29;34;Archnemesis;Standard;Long;6
843;140.98;35;Archnemesis;Standard;Long;6
867;142.81;36;Archnemesis;Standard;Long;7
891;144.54;37;Archnemesis;Standard;Long;7
915;146.17;38;Archnemesis;Standard;Long;7
939;147.75;39;Archnemesis;Standard;Long;7
963;149.41;40;Archnemesis;Standard;Long;7
987;151.08;41;Archnemesis;Standard;Long;7
1011;152.68;42;Archnemesis;Standard;Long;8
1035;154.33;43;Archnemesis;Standard;Long;8
1059;155.93;44;Archnemesis;Standard;Long;8
1083;157.59;45;Archnemesis;Standard;Long;8
1107;159.36;46;Archnemesis;Standard;Long;8
1131;161.25;47;Archnemesis;Standard;Long;8
1155;163.09;48;Archnemesis;Standard;Long;9
1179;164.95;49;Archnemesis;Standard;Long;9
1203;166.72;50;Archnemesis;Standard;Long;9
1227;168.43;51;Archnemesis;Standard;Long;9
1251;169.85;52;Archnemesis;Standard;Long;9
1275;171.01;53;Archnemesis;Standard;Long;9
1299;171.93;54;Archnemesis;Standard;Long;10
1323;172.69;55;Archnemesis;Standard;Long;10
1347;173.36;56;Archnemesis;Standard;Long;10
1371;173.87;57;Archnemesis;Standard;Long;10
1395;174.15;58;Archnemesis;Standard;Long;10
1419;174.25;59;Archnemesis;Standard;Long;10
1443;174.23;60;Archnemesis;Standard;Long;11
1467;174.13;61;Archnemesis;Standard;Long;11
1491;174.05;62;Archnemesis;Standard;Long;11
1515;173.88;63;Archnemesis;Standard;Long;11
1539;173.88;64;Archnemesis;Standard;Long;11
1563;173.86;65;Archnemesis;Standard;Long;11
1587;173.78;66;Archnemesis;Standard;Long;12
1611;173.69;67;Archnemesis;Standard;Long;12
1635;173.61;68;Archnemesis;Standard;Long;12
1659;173.53;69;Archnemesis;Standard;Long;12
1683;173.34;70;Archnemesis;Standard;Long;12
1707;173.0;71;Archnemesis;Standard;Long;12
1731;172.27;72;Archnemesis;Standard;Long;13
1755;171.23;73;Archnemesis;Standard;Long;13
1779;169.7;74;Archnemesis;Standard;Long;13
1803;168.19;75;Archnemesis;Standard;Long;13
1827;166.21;76;Archnemesis;Standard;Long;13
1851;164.23;77;Archnemesis;Standard;Long;13
1875;162.22;78;Archnemesis;Standard;Long;14
1899;159.91;79;Archnemesis;Standard;Long;14
1923;157.56;80;Archnemesis;Standard;Long;14
1947;155.12;81;Archnemesis;Standard;Long;14
1971;152.89;82;Archnemesis;Standard;Long;14
1995;150.8;83;Archnemesis;Standard;Long;14
2019;149.12;84;Archnemesis;Standard;Long;15
2043;147.76;85;Archnemesis;Standard;Long;15
2067;146.81;86;Archnemesis;Standard;Long;15
2091;145.9;87;Archnemesis;Standard;Long;15
2115;145.27;88;Archnemesis;Standard;Long;15
2139;144.61;89;Archnemesis;Standard;Long;15
2163;144.0;90;Archnemesis;Standard;Long;16
2187;143.59;91;Archnemesis;Standard;Long;16
2211;143.44;92;Archnemesis;Standard;Long;16
2235;143.12;93;Archnemesis;Standard;Long;16
2259;142.3;94;Archnemesis;Standard;Long;16
2283;141.47;95;Archnemesis;Standard;Long;16
123;64.0;5;Essence;Standard;Long;1
147;64.26;6;Essence;Standard;Long;2
171;64.51;7;Essence;Standard;Long;2
195;64.64;8;Essence;Standard;Long;2
219;64.91;9;Essence;Standard;Long;2
243;65.1;10;Essence;Standard;Long;2
267;65.67;11;Essence;Standard;Long;2
291;66.19;12;Essence;Standard;Long;3
315;66.44;13;Essence;Standard;Long;3
339;66.48;14;Essence;Standard;Long;3
363;66.43;15;Essence;Standard;Long;3
387;66.4;16;Essence;Standard;Long;3
411;66.49;17;Essence;Standard;Long;3
435;66.5;18;Essence;Standard;Long;4
459;66.48;19;Essence;Standard;Long;4
483;66.47;20;Essence;Standard;Long;4
507;66.3;21;Essence;Standard;Long;4
531;66.13;22;Essence;Standard;Long;4
555;65.7;23;Essence;Standard;Long;4
579;65.14;24;Essence;Standard;Long;5
603;64.75;25;Essence;Standard;Long;5
627;64.52;26;Essence;Standard;Long;5
651;64.35;27;Essence;Standard;Long;5
675;64.19;28;Essence;Standard;Long;5
699;64.09;29;Essence;Standard;Long;5
723;64.03;30;Essence;Standard;Long;6
747;63.97;31;Essence;Standard;Long;6
771;63.89;32;Essence;Standard;Long;6
795;63.95;33;Essence;Standard;Long;6
819;63.96;34;Essence;Standard;Long;6
843;64.04;35;Essence;Standard;Long;6
867;64.2;36;Essence;Standard;Long;7
891;64.29;37;Essence;Standard;Long;7
915;64.38;38;Essence;Standard;Long;7
939;64.51;39;Essence;Standard;Long;7
963;64.71;40;Essence;Standard;Long;7
987;64.96;41;Essence;Standard;Long;7
1011;65.22;42;Essence;Standard;Long;8
1035;65.51;43;Essence;Standard;Long;8
1059;65.9;44;Essence;Standard;Long;8
1083;66.36;45;Essence;Standard;Long;8
1107;66.93;46;Essence;Standard;Long;8
1131;67.45;47;Essence;Standard;Long;8
1155;67.95;48;Essence;Standard;Long;9
1179;68.53;49;Essence;Standard;Long;9
1203;69.07;50;Essence;Standard;Long;9
1227;69.6;51;Essence;Standard;Long;9
1251;70.07;52;Essence;Standard;Long;9
1275;70.48;53;Essence;Standard;Long;9
1299;70.9;54;Essence;Standard;Long;10
1323;71.28;55;Essence;Standard;Long;10
1347;71.64;56;Essence;Standard;Long;10
1371;71.84;57;Essence;Standard;Long;10
1395;72.01;58;Essence;Standard;Long;10
1419;72.21;59;Essence;Standard;Long;10
1443;72.4;60;Essence;Standard;Long;11
1467;72.56;61;Essence;Standard;Long;11
1491;72.76;62;Essence;Standard;Long;11
1515;72.88;63;Essence;Standard;Long;11
1539;72.98;64;Essence;Standard;Long;11
1563;73.06;65;Essence;Standard;Long;11
1587;73.07;66;Essence;Standard;Long;12
1611;73.06;67;Essence;Standard;Long;12
1635;72.96;68;Essence;Standard;Long;12
1659;72.79;69;Essence;Standard;Long;12
1683;72.52;70;Essence;Standard;Long;12
1707;72.12;71;Essence;Standard;Long;12
1731;71.66;72;Essence;Standard;Long;13
1755;71.24;73;Essence;Standard;Long;13
1779;70.84;74;Essence;Standard;Long;13
1803;70.46;75;Essence;Standard;Long;13
1827;70.05;76;Essence;Standard;Long;13
1851;69.56;77;Essence;Standard;Long;13
1875;69.08;78;Essence;Standard;Long;14
1899;68.52;79;Essence;Standard;Long;14
1923;67.95;80;Essence;Standard;Long;14
1947;67.49;81;Essence;Standard;Long;14
1971;67.0;82;Essence;Standard;Long;14
1995;66.56;83;Essence;Standard;Long;14
2019;66.23;84;Essence;Standard;Long;15
2043;65.91;85;Essence;Standard;Long;15
2067;65.77;86;Essence;Standard;Long;15
339;20.0;14;Essence;Hardcore;Long;3
363;20.0;15;Essence;Hardcore;Long;3
387;19.85;16;Essence;Hardcore;Long;3
411;19.67;17;Essence;Hardcore;Long;3
435;19.54;18;Essence;Hardcore;Long;4
459;19.44;19;Essence;Hardcore;Long;4
483;19.37;20;Essence;Hardcore;Long;4
507;19.33;21;Essence;Hardcore;Long;4
531;19.27;22;Essence;Hardcore;Long;4
555;19.25;23;Essence;Hardcore;Long;4
579;19.24;24;Essence;Hardcore;Long;5
603;19.3;25;Essence;Hardcore;Long;5
627;19.37;26;Essence;Hardcore;Long;5
651;19.98;27;Essence;Hardcore;Long;5
675;20.61;28;Essence;Hardcore;Long;5
699;21.13;29;Essence;Hardcore;Long;5
723;21.63;30;Essence;Hardcore;Long;6
747;22.19;31;Essence;Hardcore;Long;6
771;22.83;32;Essence;Hardcore;Long;6
795;23.52;33;Essence;Hardcore;Long;6
819;24.28;34;Essence;Hardcore;Long;6
843;25.02;35;Essence;Hardcore;Long;6
867;25.77;36;Essence;Hardcore;Long;7
891;26.44;37;Essence;Hardcore;Long;7
915;27.03;38;Essence;Hardcore;Long;7
939;27.09;39;Essence;Hardcore;Long;7
963;27.17;40;Essence;Hardcore;Long;7
987;27.4;41;Essence;Hardcore;Long;7
1011;27.66;42;Essence;Hardcore;Long;8
1035;27.85;43;Essence;Hardcore;Long;8
1059;28.0;44;Essence;Hardcore;Long;8
1083;28.09;45;Essence;Hardcore;Long;8
1107;28.1;46;Essence;Hardcore;Long;8
1131;28.13;47;Essence;Hardcore;Long;8
1155;28.2;48;Essence;Hardcore;Long;9
1179;28.29;49;Essence;Hardcore;Long;9
1203;28.37;50;Essence;Hardcore;Long;9
1227;28.46;51;Essence;Hardcore;Long;9
1251;28.55;52;Essence;Hardcore;Long;9
1275;28.63;53;Essence;Hardcore;Long;9
1299;28.8;54;Essence;Hardcore;Long;10
1323;29.07;55;Essence;Hardcore;Long;10
1347;29.37;56;Essence;Hardcore;Long;10
1371;29.67;57;Essence;Hardcore;Long;10
1395;30.05;58;Essence;Hardcore;Long;10
1419;30.62;59;Essence;Hardcore;Long;10
1443;31.44;60;Essence;Hardcore;Long;11
1467;32.58;61;Essence;Hardcore;Long;11
1491;33.73;62;Essence;Hardcore;Long;11
1515;34.89;63;Essence;Hardcore;Long;11
1539;35.89;64;Essence;Hardcore;Long;11
1563;36.8;65;Essence;Hardcore;Long;11
1587;37.64;66;Essence;Hardcore;Long;12
1611;38.42;67;Essence;Hardcore;Long;12
1635;39.16;68;Essence;Hardcore;Long;12
1659;39.92;69;Essence;Hardcore;Long;12
1683;40.58;70;Essence;Hardcore;Long;12
1707;41.3;71;Essence;Hardcore;Long;12
1731;41.68;72;Essence;Hardcore;Long;13
1755;41.86;73;Essence;Hardcore;Long;13
1779;42.02;74;Essence;Hardcore;Long;13
1803;42.11;75;Essence;Hardcore;Long;13
1827;42.71;76;Essence;Hardcore;Long;13
1851;43.48;77;Essence;Hardcore;Long;13
1875;44.45;78;Essence;Hardcore;Long;14
1899;45.37;79;Essence;Hardcore;Long;14
1923;46.29;80;Essence;Hardcore;Long;14
1947;47.21;81;Essence;Hardcore;Long;14
1971;48.2;82;Essence;Hardcore;Long;14
1995;48.91;83;Essence;Hardcore;Long;14
2019;49.61;84;Essence;Hardcore;Long;15
2043;50.28;85;Essence;Hardcore;Long;15
2067;51.05;86;Essence;Hardcore;Long;15
21;86.5;0;Breach;Standard;Long;1
3;63.25;0;Breach;Standard;Long;1
27;57.05;1;Breach;Standard;Long;1
51;55.89;2;Breach;Standard;Long;1
75;55.82;3;Breach;Standard;Long;1
99;56.15;4;Breach;Standard;Long;1
123;56.69;5;Breach;Standard;Long;1
147;57.37;6;Breach;Standard;Long;2
171;58.2;7;Breach;Standard;Long;2
195;58.95;8;Breach;Standard;Long;2
219;59.71;9;Breach;Standard;Long;2
243;60.49;10;Breach;Standard;Long;2
267;59.21;11;Breach;Standard;Long;2
291;61.83;12;Breach;Standard;Long;3
315;64.07;13;Breach;Standard;Long;3
339;65.63;14;Breach;Standard;Long;3
363;66.9;15;Breach;Standard;Long;3
387;67.93;16;Breach;Standard;Long;3
411;68.77;17;Breach;Standard;Long;3
435;69.44;18;Breach;Standard;Long;4
459;69.93;19;Breach;Standard;Long;4
483;70.29;20;Breach;Standard;Long;4
507;70.54;21;Breach;Standard;Long;4
531;70.67;22;Breach;Standard;Long;4
555;70.65;23;Breach;Standard;Long;4
579;70.59;24;Breach;Standard;Long;5
603;70.49;25;Breach;Standard;Long;5
627;70.42;26;Breach;Standard;Long;5
651;70.37;27;Breach;Standard;Long;5
675;70.33;28;Breach;Standard;Long;5
699;70.25;29;Breach;Standard;Long;5
723;70.15;30;Breach;Standard;Long;6
747;69.93;31;Breach;Standard;Long;6
771;69.68;32;Breach;Standard;Long;6
795;69.29;33;Breach;Standard;Long;6
819;68.64;34;Breach;Standard;Long;6
843;67.78;35;Breach;Standard;Long;6
867;66.63;36;Breach;Standard;Long;7
891;65.14;37;Breach;Standard;Long;7
915;63.74;38;Breach;Standard;Long;7
939;62.88;39;Breach;Standard;Long;7
963;61.83;40;Breach;Standard;Long;7
987;60.66;41;Breach;Standard;Long;7
1011;59.39;42;Breach;Standard;Long;8
1035;58.06;43;Breach;Standard;Long;8
1059;56.78;44;Breach;Standard;Long;8
1083;55.56;45;Breach;Standard;Long;8
1107;54.5;46;Breach;Standard;Long;8
1131;53.61;47;Breach;Standard;Long;8
1155;52.95;48;Breach;Standard;Long;9
1179;52.46;49;Breach;Standard;Long;9
1203;51.65;50;Breach;Standard;Long;9
1227;50.23;51;Breach;Standard;Long;9
1251;48.96;52;Breach;Standard;Long;9
1275;47.89;53;Breach;Standard;Long;9
1299;47.0;54;Breach;Standard;Long;10
1323;46.57;55;Breach;Standard;Long;10
1347;46.32;56;Breach;Standard;Long;10
1371;45.97;57;Breach;Standard;Long;10
1395;45.69;58;Breach;Standard;Long;10
1419;45.46;59;Breach;Standard;Long;10
1443;45.4;60;Breach;Standard;Long;11
1467;45.62;61;Breach;Standard;Long;11
1491;46.2;62;Breach;Standard;Long;11
1515;46.94;63;Breach;Standard;Long;11
1539;47.89;64;Breach;Standard;Long;11
1563;49.03;65;Breach;Standard;Long;11
1587;50.29;66;Breach;Standard;Long;12
1611;51.67;67;Breach;Standard;Long;12
1635;53.13;68;Breach;Standard;Long;12
1659;54.99;69;Breach;Standard;Long;12
1683;56.77;70;Breach;Standard;Long;12
1707;58.52;71;Breach;Standard;Long;12
1731;60.27;72;Breach;Standard;Long;13
1755;61.99;73;Breach;Standard;Long;13
1779;63.62;74;Breach;Standard;Long;13
1803;65.35;75;Breach;Standard;Long;13
1827;66.99;76;Breach;Standard;Long;13
1851;68.38;77;Breach;Standard;Long;13
1875;69.48;78;Breach;Standard;Long;14
1899;70.13;79;Breach;Standard;Long;14
1923;70.58;80;Breach;Standard;Long;14
1947;70.84;81;Breach;Standard;Long;14
1971;71.25;82;Breach;Standard;Long;14
1995;71.7;83;Breach;Standard;Long;14
2019;72.21;84;Breach;Standard;Long;15
2043;72.79;85;Breach;Standard;Long;15
2067;73.43;86;Breach;Standard;Long;15
2091;74.08;87;Breach;Standard;Long;15
21;28.75;0;Breach;Hardcore;Long;1
3;28.75;0;Breach;Hardcore;Long;1
27;27.49;1;Breach;Hardcore;Long;1
51;26.81;2;Breach;Hardcore;Long;1
75;26.25;3;Breach;Hardcore;Long;1
99;25.96;4;Breach;Hardcore;Long;1
123;25.76;5;Breach;Hardcore;Long;1
147;25.57;6;Breach;Hardcore;Long;2
171;25.39;7;Breach;Hardcore;Long;2
195;25.16;8;Breach;Hardcore;Long;2
219;24.87;9;Breach;Hardcore;Long;2
243;24.63;10;Breach;Hardcore;Long;2
267;24.01;11;Breach;Hardcore;Long;2
291;23.35;12;Breach;Hardcore;Long;3
315;23.02;13;Breach;Hardcore;Long;3
339;22.69;14;Breach;Hardcore;Long;3
363;22.41;15;Breach;Hardcore;Long;3
387;22.07;16;Breach;Hardcore;Long;3
411;21.73;17;Breach;Hardcore;Long;3
435;21.41;18;Breach;Hardcore;Long;4
459;21.08;19;Breach;Hardcore;Long;4
483;20.84;20;Breach;Hardcore;Long;4
507;20.73;21;Breach;Hardcore;Long;4
531;20.57;22;Breach;Hardcore;Long;4
555;20.48;23;Breach;Hardcore;Long;4
579;20.41;24;Breach;Hardcore;Long;5
603;20.33;25;Breach;Hardcore;Long;5
627;20.25;26;Breach;Hardcore;Long;5
651;20.26;27;Breach;Hardcore;Long;5
675;20.31;28;Breach;Hardcore;Long;5
699;20.43;29;Breach;Hardcore;Long;5
723;20.63;30;Breach;Hardcore;Long;6
747;21.0;31;Breach;Hardcore;Long;6
771;21.67;32;Breach;Hardcore;Long;6
795;22.41;33;Breach;Hardcore;Long;6
819;23.23;34;Breach;Hardcore;Long;6
843;24.01;35;Breach;Hardcore;Long;6
867;24.78;36;Breach;Hardcore;Long;7
891;25.53;37;Breach;Hardcore;Long;7
915;26.29;38;Breach;Hardcore;Long;7
939;27.01;39;Breach;Hardcore;Long;7
963;27.76;40;Breach;Hardcore;Long;7
987;28.34;41;Breach;Hardcore;Long;7
1011;28.92;42;Breach;Hardcore;Long;8
1035;29.38;43;Breach;Hardcore;Long;8
1059;29.52;44;Breach;Hardcore;Long;8
1083;29.58;45;Breach;Hardcore;Long;8
1107;29.67;46;Breach;Hardcore;Long;8
1131;29.79;47;Breach;Hardcore;Long;8
1155;29.93;48;Breach;Hardcore;Long;9
1179;30.04;49;Breach;Hardcore;Long;9
1203;30.15;50;Breach;Hardcore;Long;9
1227;30.25;51;Breach;Hardcore;Long;9
1251;30.34;52;Breach;Hardcore;Long;9
1275;30.5;53;Breach;Hardcore;Long;9
1299;30.63;54;Breach;Hardcore;Long;10
1323;30.8;55;Breach;Hardcore;Long;10
1347;30.96;56;Breach;Hardcore;Long;10
1371;31.13;57;Breach;Hardcore;Long;10
1395;31.36;58;Breach;Hardcore;Long;10
1419;31.58;59;Breach;Hardcore;Long;10
1443;31.84;60;Breach;Hardcore;Long;11
1467;32.34;61;Breach;Hardcore;Long;11
1491;32.97;62;Breach;Hardcore;Long;11
1515;33.63;63;Breach;Hardcore;Long;11
1539;34.28;64;Breach;Hardcore;Long;11
1563;34.84;65;Breach;Hardcore;Long;11
1587;35.35;66;Breach;Hardcore;Long;12
1611;36.0;67;Breach;Hardcore;Long;12
1635;36.89;68;Breach;Hardcore;Long;12
1659;37.88;69;Breach;Hardcore;Long;12
1683;39.03;70;Breach;Hardcore;Long;12
1707;40.32;71;Breach;Hardcore;Long;12
1731;41.8;72;Breach;Hardcore;Long;13
1755;43.06;73;Breach;Hardcore;Long;13
1779;44.26;74;Breach;Hardcore;Long;13
1803;45.59;75;Breach;Hardcore;Long;13
1827;46.81;76;Breach;Hardcore;Long;13
1851;48.06;77;Breach;Hardcore;Long;13
1875;49.32;78;Breach;Hardcore;Long;14
1899;50.42;79;Breach;Hardcore;Long;14
1923;51.19;80;Breach;Hardcore;Long;14
1947;52.0;81;Breach;Hardcore;Long;14
1971;52.65;82;Breach;Hardcore;Long;14
1995;53.42;83;Breach;Hardcore;Long;14
2019;54.12;84;Breach;Hardcore;Long;15
2043;54.93;85;Breach;Hardcore;Long;15
2067;55.95;86;Breach;Hardcore;Long;15
2091;57.36;87;Breach;Hardcore;Long;15
21;25.0;0;Legacy;Standard;Long;1
3;26.86;0;Legacy;Standard;Long;1
27;32.24;1;Legacy;Standard;Long;1
51;36.57;2;Legacy;Standard;Long;1
75;39.67;3;Legacy;Standard;Long;1
99;41.72;4;Legacy;Standard;Long;1
123;43.23;5;Legacy;Standard;Long;1
147;44.62;6;Legacy;Standard;Long;2
171;45.99;7;Legacy;Standard;Long;2
195;47.55;8;Legacy;Standard;Long;2
219;49.21;9;Legacy;Standard;Long;2
243;50.8;10;Legacy;Standard;Long;2
267;54.54;11;Legacy;Standard;Long;2
291;58.07;12;Legacy;Standard;Long;3
315;60.48;13;Legacy;Standard;Long;3
339;62.58;14;Legacy;Standard;Long;3
363;64.52;15;Legacy;Standard;Long;3
387;66.54;16;Legacy;Standard;Long;3
411;68.76;17;Legacy;Standard;Long;3
435;70.88;18;Legacy;Standard;Long;4
459;73.0;19;Legacy;Standard;Long;4
483;74.99;20;Legacy;Standard;Long;4
507;76.8;21;Legacy;Standard;Long;4
531;78.29;22;Legacy;Standard;Long;4
555;79.7;23;Legacy;Standard;Long;4
579;81.22;24;Legacy;Standard;Long;5
603;83.03;25;Legacy;Standard;Long;5
627;85.08;26;Legacy;Standard;Long;5
651;87.24;27;Legacy;Standard;Long;5
675;89.62;28;Legacy;Standard;Long;5
699;92.09;29;Legacy;Standard;Long;5
723;94.93;30;Legacy;Standard;Long;6
747;97.4;31;Legacy;Standard;Long;6
771;98.74;32;Legacy;Standard;Long;6
795;100.23;33;Legacy;Standard;Long;6
819;102.13;34;Legacy;Standard;Long;6
843;104.16;35;Legacy;Standard;Long;6
867;105.86;36;Legacy;Standard;Long;7
891;106.88;37;Legacy;Standard;Long;7
915;106.95;38;Legacy;Standard;Long;7
939;106.33;39;Legacy;Standard;Long;7
963;104.85;40;Legacy;Standard;Long;7
987;103.32;41;Legacy;Standard;Long;7
1011;101.59;42;Legacy;Standard;Long;8
1035;100.03;43;Legacy;Standard;Long;8
1059;99.21;44;Legacy;Standard;Long;8
1083;98.13;45;Legacy;Standard;Long;8
1107;96.83;46;Legacy;Standard;Long;8
1131;95.39;47;Legacy;Standard;Long;8
1155;94.1;48;Legacy;Standard;Long;9
1179;93.05;49;Legacy;Standard;Long;9
1203;92.46;50;Legacy;Standard;Long;9
1227;92.38;51;Legacy;Standard;Long;9
1251;92.93;52;Legacy;Standard;Long;9
1275;93.34;53;Legacy;Standard;Long;9
1299;93.5;54;Legacy;Standard;Long;10
1323;93.65;55;Legacy;Standard;Long;10
1347;93.9;56;Legacy;Standard;Long;10
1371;94.07;57;Legacy;Standard;Long;10
1395;94.14;58;Legacy;Standard;Long;10
1419;94.22;59;Legacy;Standard;Long;10
1443;94.29;60;Legacy;Standard;Long;11
1467;94.53;61;Legacy;Standard;Long;11
1491;94.89;62;Legacy;Standard;Long;11
1515;95.31;63;Legacy;Standard;Long;11
1539;95.73;64;Legacy;Standard;Long;11
1563;95.99;65;Legacy;Standard;Long;11
1587;96.23;66;Legacy;Standard;Long;12
1611;96.47;67;Legacy;Standard;Long;12
1635;96.72;68;Legacy;Standard;Long;12
1659;97.02;69;Legacy;Standard;Long;12
1683;97.4;70;Legacy;Standard;Long;12
1707;97.65;71;Legacy;Standard;Long;12
1731;97.9;72;Legacy;Standard;Long;13
1755;98.05;73;Legacy;Standard;Long;13
1779;98.11;74;Legacy;Standard;Long;13
1803;98.15;75;Legacy;Standard;Long;13
1827;98.13;76;Legacy;Standard;Long;13
1851;98.18;77;Legacy;Standard;Long;13
1875;98.18;78;Legacy;Standard;Long;14
1899;98.16;79;Legacy;Standard;Long;14
1923;98.06;80;Legacy;Standard;Long;14
1947;97.73;81;Legacy;Standard;Long;14
1971;97.26;82;Legacy;Standard;Long;14
1995;96.82;83;Legacy;Standard;Long;14
2019;96.34;84;Legacy;Standard;Long;15
2043;95.73;85;Legacy;Standard;Long;15
2067;94.93;86;Legacy;Standard;Long;15
2091;93.95;87;Legacy;Standard;Long;15
2115;92.83;88;Legacy;Standard;Long;15
2139;91.78;89;Legacy;Standard;Long;15
2163;90.92;90;Legacy;Standard;Long;16
2187;90.31;91;Legacy;Standard;Long;16
2211;89.69;92;Legacy;Standard;Long;16
2235;89.29;93;Legacy;Standard;Long;16
2259;88.98;94;Legacy;Standard;Long;16
2283;88.72;95;Legacy;Standard;Long;16
2307;88.56;96;Legacy;Standard;Long;17
2331;88.64;97;Legacy;Standard;Long;17
2355;88.84;98;Legacy;Standard;Long;17
2379;89.19;99;Legacy;Standard;Long;17
2403;89.62;100;Legacy;Standard;Long;17
2427;90.12;101;Legacy;Standard;Long;17
2451;90.46;102;Legacy;Standard;Long;18
2475;90.51;103;Legacy;Standard;Long;18
2499;90.59;104;Legacy;Standard;Long;18
2523;90.65;105;Legacy;Standard;Long;18
2547;90.61;106;Legacy;Standard;Long;18
2571;90.48;107;Legacy;Standard;Long;18
2595;90.26;108;Legacy;Standard;Long;19
2619;89.88;109;Legacy;Standard;Long;19
2643;89.5;110;Legacy;Standard;Long;19
2667;89.03;111;Legacy;Standard;Long;19
2691;88.49;112;Legacy;Standard;Long;19
2715;87.73;113;Legacy;Standard;Long;19
2739;86.93;114;Legacy;Standard;Long;20
2763;86.19;115;Legacy;Standard;Long;20
2787;85.48;116;Legacy;Standard;Long;20
2811;84.78;117;Legacy;Standard;Long;20
2835;84.14;118;Legacy;Standard;Long;20
2859;83.57;119;Legacy;Standard;Long;20
2883;83.02;120;Legacy;Standard;Long;21
2907;82.52;121;Legacy;Standard;Long;21
2931;82.08;122;Legacy;Standard;Long;21
2955;81.75;123;Legacy;Standard;Long;21
2979;81.58;124;Legacy;Standard;Long;21
3003;81.48;125;Legacy;Standard;Long;21
3027;81.43;126;Legacy;Standard;Long;22
3051;81.36;127;Legacy;Standard;Long;22
3075;81.28;128;Legacy;Standard;Long;22
3099;81.23;129;Legacy;Standard;Long;22
3123;81.17;130;Legacy;Standard;Long;22
3147;81.14;131;Legacy;Standard;Long;22
3171;81.07;132;Legacy;Standard;Long;23
3195;80.98;133;Legacy;Standard;Long;23
3219;80.91;134;Legacy;Standard;Long;23
3243;80.84;135;Legacy;Standard;Long;23
3267;80.68;136;Legacy;Standard;Long;23
3291;80.54;137;Legacy;Standard;Long;23
3315;80.41;138;Legacy;Standard;Long;24
3339;80.32;139;Legacy;Standard;Long;24
3363;80.24;140;Legacy;Standard;Long;24
3387;80.16;141;Legacy;Standard;Long;24
3411;80.14;142;Legacy;Standard;Long;24
3435;80.13;143;Legacy;Standard;Long;24
3459;80.22;144;Legacy;Standard;Long;25
3483;80.41;145;Legacy;Standard;Long;25
3507;80.73;146;Legacy;Standard;Long;25
3531;81.3;147;Legacy;Standard;Long;25
3555;82.11;148;Legacy;Standard;Long;25
3579;83.01;149;Legacy;Standard;Long;25
21;22.8;0;Legacy;Hardcore;Long;1
3;22.8;0;Legacy;Hardcore;Long;1
27;21.76;1;Legacy;Hardcore;Long;1
51;21.3;2;Legacy;Hardcore;Long;1
75;21.12;3;Legacy;Hardcore;Long;1
99;21.35;4;Legacy;Hardcore;Long;1
123;21.73;5;Legacy;Hardcore;Long;1
147;21.89;6;Legacy;Hardcore;Long;2
171;21.93;7;Legacy;Hardcore;Long;2
195;21.93;8;Legacy;Hardcore;Long;2
219;21.94;9;Legacy;Hardcore;Long;2
243;21.95;10;Legacy;Hardcore;Long;2
267;21.9;11;Legacy;Hardcore;Long;2
291;21.85;12;Legacy;Hardcore;Long;3
315;22.12;13;Legacy;Hardcore;Long;3
339;22.4;14;Legacy;Hardcore;Long;3
363;22.7;15;Legacy;Hardcore;Long;3
387;22.98;16;Legacy;Hardcore;Long;3
411;23.47;17;Legacy;Hardcore;Long;3
435;24.15;18;Legacy;Hardcore;Long;4
459;24.89;19;Legacy;Hardcore;Long;4
483;25.65;20;Legacy;Hardcore;Long;4
507;26.4;21;Legacy;Hardcore;Long;4
531;27.15;22;Legacy;Hardcore;Long;4
555;27.88;23;Legacy;Hardcore;Long;4
579;28.64;24;Legacy;Hardcore;Long;5
603;29.42;25;Legacy;Hardcore;Long;5
627;30.48;26;Legacy;Hardcore;Long;5
